Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2019,Ford,Escape SE,Used,"$19,659 ",4.7,264,Dealer,AutoNation Ford Burleson,4.3,805,850 N Burleson Blvd Burleson,TX,76028,Good,4.8,4.7,4.7,4.6,4.7,4.7,Ruby Red Metallic Tinted Clearcoat,–,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU0GDXKUA81414,KUA81414,84468
2017,Ford,Escape Titanium,Used,"$22,377 ",4.7,748,Dealer,Jim Schmidt Ford,4.8,152,405 W. High Street Hicksville,OH,43526,Fair,4.7,4.7,4.7,4.6,4.8,4.7,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU0J97HUA48786,P22064,49058
2019,Ford,Escape SEL,Used,"$23,475 ",4.7,264,Dealer,Ricart Used Car Factory,4.7,6018,4255 S Hamilton Rd Groveport,OH,43125,Good,4.8,4.7,4.7,4.6,4.7,4.7,Magnetic Metallic,Charcoal Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU0HD1KUA04302,PRT43563,49608
2018,Ford,Escape SEL,Used,"$24,627 ",4.7,578,Dealer,Reliable Chevrolet,4.3,344,3655 S Campbell Ave Springfield,MO,65807,Good,4.8,4.7,4.7,4.6,4.8,4.8,Magnetic Metallic,Charcoal Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU0HD3JUA64113,JUA64113,23530
2017,Hyundai,Tucson SE,Used,"$14,900 ",4.7,623,Dealer,Thornhill Motor Company,2.9,11,4116 Hodgkins Rd Lake Worth,TX,76135,Good,4.8,4.7,4.6,4.7,4.8,4.8,Molten Silver,Gray,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J33A42HU325568,15123,122705
2018,Hyundai,Tucson SE,Used,"$21,199 ",4.7,274,Dealer,EchoPark Automotive New Orleans Delivery Center,2,1,Online Only Metairie,LA,70001,Great,4.7,4.7,4.6,4.7,4.8,4.7,Black Noir Pearl,Gray,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J23A40JU751185,PJU751185,43709
2019,Hyundai,Tucson SE,Used,"$23,700 ",4.7,212,Dealer,VanDevere Buick Kia,4.8,666,300 W Market St Akron,OH,44303,Good,4.8,4.7,4.6,4.7,4.8,4.7,Sage Brown,Beige,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J23A46KU006913,D4450,24531
2018,Kia,Sportage LX,Used,"$18,500 ",4.8,356,Dealer,Koons Kia,3.9,467,14208 Jefferson Davis Hwy Woodbridge,VA,22191,Good,4.9,4.9,4.8,4.8,4.9,4.9,Black Cherry,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3AC8J7352409,0230058A,79336
2017,Kia,Sportage LX,Used,"$19,583 ",4.8,391,Dealer,Murdock Hyundai Lindon,4.8,2227,452 Lindon Pkwy Lindon,UT,84042,Good,4.8,4.8,4.8,4.7,4.8,4.8,Sparkling Silver,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3AC1H7061292,L27964B,48921
2019,Kia,Sportage LX,Used,"$19,612 ",4.7,142,Dealer,Brandon Hyundai,4.3,5425,9915 East Adamo Drive Tampa,FL,33619,Great,4.7,4.7,4.6,4.7,4.8,4.8,Steel Gray,Gray,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3AC6K7622495,H110884A,49899
2020,Kia,Sportage LX,Used,"$20,391 ",4.8,174,Dealer,Car Factory Outlet Hollywood,4.2,453,5200 South State Road 7 Fort Lauderdale,FL,33314,Good,4.8,4.8,4.8,4.8,4.8,4.9,Clear White,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3ACXL7639317,1000155,60262
2021,Kia,Sportage LX,Used,"$24,729 ",4.8,59,Dealer,EchoPark Automotive Huntsville Delivery Center,5,4,ONLINE ONLY Huntsville,AL,35806,Great,4.9,4.8,4.8,4.6,4.8,4.8,Steel Gray,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPM3AC5M7928994,RM7928994,33176
2022,Kia,Sportage LX,Used,"$26,000 ",4.7,7,Dealer,Gettel Toyota,4.5,1497,6323 14th St W Bradenton,FL,34207,Good,4.9,4.6,4.7,4.6,5,4.6,Hyper Red,Black,Front-wheel Drive,23,30,Gasoline,Automatic,Regular Unleaded I-4 2.4 L/144,KNDPM3AC6N7009684,1125480A,11704
2021,Kia,Sportage S,Kia Certified,"$29,298 ",4.8,59,Dealer,Phil Smith Kia,4.8,1649,4250 N Federal Hwy Lighthouse Point,FL,33064,Good,4.9,4.8,4.8,4.6,4.8,4.8,Snow White Pearl,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDP63AC0M7852790,K020689A,20172
2020,Kia,Sportage EX,Kia Certified,"$32,497 ",4.8,174,Dealer,Suntrup Kia South,4.8,2020,6263 S Lindbergh Blvd St. Louis,MO,63123,Good,4.8,4.8,4.8,4.8,4.8,4.9,Black Cherry Pearl,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPN3AC2L7697872,B9508-0,12039
2022,Kia,Sportage Nightfall,Kia Certified,"$32,500 ",4.7,7,Dealer,Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,4.5,2581,16600 NW 57th Ave Hialeah,FL,33014,Good,4.9,4.6,4.7,4.6,5,4.6,Steel Gray,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDP63AC1N7950339,K3S035669A,11795
2020,Kia,Sportage S,Kia Certified,"$32,610 ",4.8,174,Dealer,Selma Kia,4.6,85,2755 Auto Mall Dr Selma,CA,93662,Fair,4.8,4.8,4.8,4.8,4.8,4.9,Black Cherry Pearl,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDP63AC5L7744888,K3893,20762
2020,Mercedes-Benz,GLB 250 Base,Used,"$36,966 ",4.1,32,Dealer,ALM Kennesaw,4.7,989,2255 Barrett Lakes Blvd Kennesaw,GA,30144,Good,4.6,4.7,4.1,4,4.5,3.3,Black,Macchiato Beige,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDC4M4GB5LW004190,LW004190,23471
2021,Mercedes-Benz,GLB 250 Base 4MATIC,Mercedes-Benz Certified,"$42,707 ",4.4,10,Dealer,Mercedes-Benz of Morristown,4.7,558,34 Ridgedale Ave Morristown,NJ,7960,Great,4.5,4.9,4.7,3.9,4.5,4.2,Denim Blue Metallic,Macchiato Beige,All-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4HB6MW102210,MW102210,11521
2021,Mercedes-Benz,GLB 250 4MATIC,Mercedes-Benz Certified,"$43,880 ",4.4,10,Dealer,Bobby Rahal Motorcar Company,4.5,104,10701 Perry Hwy Wexford,PA,15090,Good,4.5,4.9,4.7,3.9,4.5,4.2,Black,–,All-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4HB2MW089827,P9926,17248
2014,Subaru,XV Crosstrek 2.0i Premium,Used,"$14,900 ",4.4,58,Dealer,Best Western Motors,4.4,36,1819 S. 7th St Phoenix,AZ,85034,Great,4.5,4.3,4.2,4.4,4.6,4.4,Ice Silver Metallic,Black,All-wheel Drive,23,30,Gasoline,5-Speed Manual,2.0L H4 16V MPFI DOHC,JF2GPACC4EG291298,291298,29501
2020,Subaru,Outback Limited XT,Subaru Certified,"$35,662 ",4.7,215,Dealer,Sheehy Subaru Springfield,4.8,772,6571 Backlick Rd Springfield,VA,22150,Great,4.9,4.7,4.6,4.7,4.8,4.7,Tungsten Metallic,Ivory,All-wheel Drive,23,30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGND1L3131134,S176253A,35216
2021,Subaru,Outback Limited XT,Subaru Certified,"$36,795 ",4.8,81,Dealer,AutoFair Subaru,4.6,817,503 North Broadway Haverhill,MA,1832,Great,4.9,4.8,4.7,4.7,4.8,4.8,Magnetite Gray Metallic,Black,All-wheel Drive,23,30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGND8M3228137,SH05170L,15009
2020,Subaru,Outback Onyx Edition XT,Subaru Certified,"$38,500 ",4.7,215,Dealer,Flatirons Subaru,4.8,1263,5995 Arapahoe Ave Boulder,CO,80303,Good,4.9,4.7,4.6,4.7,4.8,4.7,Magnetite Gray Metallic,Gray,All-wheel Drive,23,30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGKD4L3102781,722391A,24932
2021,Subaru,Outback Touring XT,Used,"$39,998 ",4.8,81,Dealer,CarMax Potomac Mills - Now offering Curbside Pickup and Home Delivery,2.2,12,2350 Research Ct Woodbridge,VA,22192,Good,4.9,4.8,4.7,4.7,4.8,4.8,Abyss Blue Pearl,Java Brown,All-wheel Drive,23,30,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGPD2M3107875,23010041,30025
2017,Toyota,RAV4 LE,Used,"$19,482 ",4.8,591,Dealer,Woburn Toyota,4.5,2464,394 Washington St Woburn,MA,1801,Great,4.8,4.7,4.7,4.7,4.8,4.9,Magnetic Gray Metallic,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMZFREVXHJ126712,P15249,86136
2018,Toyota,RAV4 LE,Used,"$21,762 ",4.8,770,Dealer,Napleton Chrysler Jeep Dodge RAM,4.4,916,1460 E Osceola Pkwy Kissimmee,FL,34744,Good,4.8,4.7,4.8,4.7,4.8,4.9,Silver,Ash,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3ZFREV4JW428049,JW428049,88685
2018,Toyota,RAV4 XLE,Used,"$22,588 ",4.8,770,Dealer,Ourisman Lexus,3.7,11,15501 FREDERICK ROAD Rockville,MD,20855,Good,4.8,4.7,4.8,4.7,4.8,4.9,Silver Sky Metallic,Black,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3WFREV4JW412999,BW412999,85520
2017,Toyota,RAV4 XLE,Used,"$23,996 ",4.8,591,Dealer,AutoNation Toyota Weston,4.7,2788,4050 Weston Rd Davie,FL,33331,Good,4.8,4.7,4.7,4.7,4.8,4.9,Black Currant Metallic,–,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3WFREV8HW389494,HW389494,42441
2016,Volkswagen,Golf R 4-Door,Used,"$26,888 ",4.7,25,Dealer,Auto Buying Service,4.7,148,2971 Prosperity Ave Fairfax,VA,22031,Good,4.6,4.8,4.8,4.8,4.6,4.7,Lapiz Blue Metallic,Black,All-wheel Drive,23,30,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWLF7AU3GW151489,ABS2982,76412
2019,Volkswagen,Golf R 2.0T w/DCC & Navigation,Used,"$40,500 ",4.8,16,Dealer,Volkswagen of Nanuet,4.3,65,6 Hutton Ave Nanuet,NY,10954,Great,4.8,4.9,4.9,4.5,4.6,4.9,Indium Gray Metallic,Titan Black,All-wheel Drive,23,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWVA7AU9KW196789,NUKW196789,32143
2022,Volvo,XC60 B5 Inscription,Used,"$48,500 ",2.7,1,Dealer,Volvo Cars Mall of Georgia,4.9,2106,3626 Buford Dr NE Buford,GA,30519,Good,5,5,1,1,5,1,Crystal White Metallic,Blonde,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12DL6N1951540,LC422005B,18310
2012,Acura,TSX 2.4,Used,"$17,799 ",4.7,50,Dealer,Wells Auto Group,3.5,52,800 N Central Expy McKinney,TX,75070,Fair,4.8,4.6,4.6,4.5,4.8,4.9,Bellanova White Pearl,Parchment,Front-wheel Drive,22,30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JH4CW2H53CC004794,CC004794,83355
2022,Acura,TLX A-Spec,Used,"$43,894 ",4.9,1,Dealer,Ed Napleton Acura Kia,4.1,571,745 W Lake St Elmhurst,IL,60126,Great,5,4,5,5,5,5,Modern Steel Metallic,Red,Front-wheel Drive,22,30,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19UUB5F51NA001057,USL12814,2607
2021,Acura,TLX A-Spec,Used,"$43,995 ",4.7,21,Dealer,Precision Acura,4.8,1475,3001 US-1 Lawrenceville,NJ,8648,Good,4.8,4.8,4.7,4.5,4.8,4.6,BA014368,Red,Front-wheel Drive,22,30,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19UUB5F58MA014368,BA014368,20298
2020,BMW,M340 i,Used,"$47,999 ",4.9,29,Dealer,BMW of Monrovia,4.5,923,1425 Mountain Ave Monrovia,CA,91016,Great,4.8,4.8,5,4.7,4.9,4.9,White,Black,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U7C06LFH19009,MLFH19009,21952
2020,BMW,M340 i xDrive,Used,"$49,777 ",4.9,29,Dealer,Dashcars of CT,1.6,25,750 Bridgeport Avenue Milford,CT,6460,Great,4.8,4.8,5,4.7,4.9,4.9,Alpine White,Black,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U9C03LFJ63573,DPJ63573,40805
2018,Cadillac,ATS 2.0L Turbo,Cadillac Certified,"$26,778 ",4.7,28,Dealer,Ettleson Cadillac,5,41,6201 South La Grange Road Hodgkins,IL,60525,Good,4.7,4.7,4.8,4.6,4.9,4.8,Black Raven,Jet Black,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1G6AE5RX3J0179285,220429A,47057
2019,Cadillac,CTS 2.0L Turbo Luxury,Cadillac Certified,"$33,252 ",4.9,16,Dealer,Brandon Auto Mall Alfa Romeo,4.8,493,11024 Causeway Blvd Brandon,FL,33511,Fair,4.9,4.9,5,4.7,4.9,4.9,Stellar Black Metallic,Jet Black,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1G6AR5SXXK0107421,115633A,55240
2013,Ford,Escape Titanium,Used,"$15,745 ",4.1,469,Dealer,Bob Rohrman Schaumburg Ford,4.3,1705,815 E. Golf Rd. Schaumburg,IL,60173,Fair,4.2,4.1,4.1,3.9,4.4,3.9,Deep Impact Blue,Medium Light Stone,Front-wheel Drive,22,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU0J99DUD50056,6023P,82199
2021,Genesis,G70 2.0T,Used,"$35,384 ",4.9,7,Dealer,South Dade Toyota,4.9,1370,29330 S Dixie Hwy Homestead,FL,33033,Good,4.6,5,4.7,4.9,5,4.9,Adriatic Blue,Black Gray,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG64LAXMU073482,P7098,12848
2013,Honda,CR-V EX-L,Used,"$16,571 ",4.5,296,Dealer,Folsom Lake Toyota,4.7,1527,12747 Folsom Blvd Folsom,CA,95630,Good,4.5,4.5,4.5,4.5,4.5,4.7,White Diamond Pearl,Black,All-wheel Drive,22,30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H7XDL056756,DL056756,108533
2017,Jeep,Renegade Limited,Used,"$21,688 ",4.7,407,Dealer,Rock Hill Ford,2.6,28,1884 Canterbury Glen Lane Rock Hill,SC,29730,Good,4.7,4.7,4.5,4.6,4.8,4.7,Anvil,Black,Front-wheel Drive,22,30,E85 Flex Fuel,9-Speed Automatic,2.4L I4 16V MPFI SOHC Flexible Fuel,ZACCJADB2HPF74102,922089A,43482
2019,Jeep,Renegade Latitude,Used,"$22,289 ",4.5,66,Dealer,EchoPark Automotive Austin Delivery Center,4.9,68,Online Only Austin,TX,78717,Good,4.5,4.5,4.4,4.3,4.5,4.6,Alpine White Clearcoat,Black,Front-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,ZACNJABB5KPK03550,PKPK03550,28899
2020,Jeep,Compass Trailhawk,Used,"$23,999 ",4.8,77,Dealer,Huntington Beach Chrysler Dodge Jeep Ram,4.1,1844,16555 Beach Blvd Huntington Beach,CA,92647,Great,4.8,4.8,4.7,4.7,4.9,4.8,Silver,Ruby Red,Four-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,3C4NJDDB1LT207817,67259P,47312
2019,Jeep,Compass Trailhawk,Jeep Certified,"$26,998 ",4.5,163,Dealer,AutoNation Chrysler Dodge Jeep Ram South Columbus,4.5,427,2201 Victory Dr Columbus,GA,31901,Good,4.6,4.7,4.2,4.3,4.8,4.4,Redline Pearlcoat,–,4WD,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,3C4NJDDB6KT807456,KT807456,60691
2017,Mercedes-Benz,E-Class E 300,Used,"$28,000 ",4.8,79,Dealer,Riverdale Chrysler Jeep Dodge Ram,4.2,889,5869 Broadway Bronx,NY,10463,Great,4.9,4.9,4.6,4.6,4.8,4.8,Black,Silk Beige,Rear-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB4HA281664,RUHA281664,52546
2017,Mercedes-Benz,E-Class E 300 Sport,Used,"$30,998 ",4.8,79,Dealer,Momentum BMW MINI,4.7,1798,9570 Southwest Freeway Houston,TX,77074,Good,4.9,4.9,4.6,4.6,4.8,4.8,Black,Brown,Rear-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB8HA173483,THA173483,69560
2018,Mercedes-Benz,E-Class E 300,Used,"$33,881 ",4.8,64,Dealer,Car Revolution,3.4,127,538 RT 38 East Maple Shade,NJ,8052,Great,4.9,5,4.8,4.6,4.9,4.8,Gray Metallic,Macchiato Beige,Rear-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB4JA345014,104151,48777
2017,Mercedes-Benz,E-Class E 300 Luxury,Used,"$35,991 ",4.8,79,Dealer,ABZ Motors,4.2,77,9120 Southwest Freeway Houston,TX,77074,Good,4.9,4.9,4.6,4.6,4.8,4.8,Lunar Blue Metallic,Macchiato Beige,Rear-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB9HA222528,HA222528,21497
2020,Mercedes-Benz,GLA 250 Base 4MATIC,Used,"$36,498 ",4.9,13,Dealer,Honda of Stevens Creek,4.8,2794,4590 Stevens Creek Blvd San Jose,CA,95129,Good,4.9,4.8,4.9,4.8,4.9,4.9,White,Beige,All-wheel Drive,22,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDCTG4GB4LU023084,MLU023084,10968
2021,Mercedes-Benz,E-Class E 350 4MATIC,Used,"$64,513 ",4.7,7,Dealer,Mercedes-Benz of Louisville,4.8,988,2520 Terra Crossing Boulevard Louisville,KY,40245,Fair,5,5,5,4.6,4.6,4.3,Mojave Silver Metallic,Black,All-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KZF8EB5MB004480,37R20094,10843
2016,Nissan,Maxima 3.5 SV,Used,"$15,995 ",4.7,114,Dealer,Auto Locators,3.4,7,4116 Airport Hwy Louisville,TN,37777,Great,4.8,4.6,4.7,4.4,4.8,4.7,Pearl White,Charcoal,Front-wheel Drive,22,30,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,1N4AA6AP1GC430215,L34,52815
2021,Toyota,Supra 3.0 Premium,Used,"$57,891 ",3.1,6,Dealer,AutoNation Chevrolet Gilbert,4.5,593,3215 S Auto Way Gilbert,AZ,85297,Good,3,2.8,3.2,3,3.3,2.8,Nocturnal,–,Rear-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WZ1DB0C02MW035408,MW035408,17292
2020,Volvo,XC40 T5 Momentum,Used,"$36,397 ",4.9,49,Dealer,Jaguar Land Rover Hinsdale,4.7,554,336 E Ogden Ave Hinsdale,IL,60521,Great,4.9,4.9,4.9,4.8,4.9,4.8,Gray,Blond,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UK7L2202477,LH23023A,31264
2021,Volvo,XC40 T5 R-Design,Used,"$47,962 ",4.8,34,Dealer,Principle Volvo Cars San Antonio,4.7,1678,1326 NE Interstate 410 Loop San Antonio,TX,78209,Good,4.9,4.8,4.8,4.6,4.8,4.7,Magnesium,Charcoal,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM4M2432822,M2432822P,21539
2018,Audi,S5 3.0T Prestige,Used,"$38,999 ",4.7,42,Dealer,CarVision of Maple Shade,4.8,562,2791 Route 73 South Maple Shade,NJ,8052,Fair,4.8,4.9,4.6,4.4,4.7,4.8,Daytona Gray Pearl Effect,Black,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUC4CF5XJA055585,055585A,68543
2018,Audi,S5 3.0T Premium Plus,Used,"$40,995 ",4.7,42,Dealer,Bob Rohrman's Schaumburg Lincoln,4.4,625,1200 E Golf Rd Schaumburg,IL,60173,Great,4.8,4.9,4.6,4.4,4.7,4.8,Black,Black,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUB4CF51JA055020,RS0108,50351
2018,Audi,S4 3.0T Premium Plus,Used,"$41,475 ",4.8,19,Dealer,Audi Peabody,4.6,242,252 Andover St Peabody,MA,1960,Good,4.8,4.9,4.9,4.6,4.7,4.8,Brilliant Black,Black,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUB4AF44JA091652,JA091652,31159
2019,Audi,S5 3.0T Premium Plus,Used,"$44,595 ",4.7,11,Dealer,Audi South Orlando,4.7,1128,4725 Vineland Rd Orlando,FL,32811,Good,4.7,5,4.6,4.4,4.5,4.8,Daytona Gray Pearl Effect,Black,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUB4CF58KA075329,KA075329,60280
2019,Audi,S4 3.0T Prestige,Used,"$47,995 ",4.8,4,Dealer,BMW of Bloomfield,4.2,77,425 Bloomfield Ave Bloomfield,NJ,7003,Good,5,4.7,5,4.8,4.8,4.7,Mythos Black Metallic,Black,All-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WAUC4AF46KA045732,N9M80070A,19759
2018,BMW,540 i,Used,"$36,485 ",4.8,25,Dealer,Metro Nissan of Dallas,3.9,64,4707 Lyndon B Johnson Fwy Farmers Branch,TX,75244,Good,4.9,4.8,4.9,4.4,4.7,4.7,Dark Graphite,Black,Rear-wheel Drive,21,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE5C59JWA96770,P2035,59734
2015,Buick,Regal Turbo Premium I,Used,"$18,500 ",4.8,28,Dealer,Al Serra Auto Plaza,4.8,1636,6201 S Saginaw Rd Grand Blanc Charter Township,MI,48439,Fair,4.8,4.7,4.7,4.8,4.8,4.8,Smoky Gray Metallic,Ebony,Front-wheel Drive,21,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2G4GN5EX0F9148758,2205014A,46317
2016,Ford,Edge Titanium,Ford Certified,"$20,395 ",4.6,145,Dealer,Gaudin Ford,4.6,1109,6625 West Roy Horn Way Las Vegas,NV,89118,Great,4.8,4.7,4.6,4.5,4.7,4.6,Magnetic Metallic,Ebony,Front-wheel Drive,21,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK3K98GBC37748,22T0724B,78756
2017,INFINITI,QX30 Premium,Used,"$21,000 ",4.2,44,Dealer,Koons Kia,3.9,467,14208 Jefferson Davis Hwy Woodbridge,VA,22191,Good,4.3,4.2,4.2,4.1,4.5,4.2,Black,Wheat,All-wheel Drive,21,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,SJKCH5CR0HA036707,0230032B,87004
2018,INFINITI,QX30 Premium,Used,"$25,495 ",4.3,37,Dealer,PAAUTOSALES.COM,4.6,259,11600 Roosevelt Blvd Philadelphia,PA,19116,Good,4.2,4.3,4.5,3.9,4.8,4.4,Black,–,All-wheel Drive,21,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,SJKCH5CR8JA052840,52840,49515
2017,Jaguar,XE 35t First Edition,Used,"$29,992 ",4.7,48,Dealer,Jaguar Land Rover Fort Lauderdale,4.6,531,400 W Copans Rd Pompano Beach,FL,33064,NA,4.7,4.5,4.8,4.6,4.8,4.8,Glacier White,Jet,Rear-wheel Drive,21,30,Gasoline,Automatic,V6,SAJAH4BV3HA947859,HA947859,71305
2017,Jeep,Cherokee Latitude,Jeep Certified,"$21,574 ",4.7,353,Dealer,Westgate Chrysler Jeep Dodge Ram,4.4,1132,6421 Old Westgate Road Raleigh,NC,27617,Good,4.8,4.7,4.5,4.5,4.7,4.6,Granite Crystal Clearcoat Metallic,Light Frost Beige / Black,Front-wheel Drive,21,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,1C4PJLCBXHW540748,J39061A,47130
2019,Kia,Optima SX Turbo,Used,"$28,695 ",4.8,149,Dealer,University Kia,4,215,6519 University Dr NW Huntsville,AL,35806,Good,4.8,4.9,4.7,4.7,4.9,4.8,Sparkling Silver,Black,Front-wheel Drive,21,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5XXGW4L2XKG296082,IC6578,64020
2014,Land,Rover Range Rover Evoque Pure Plus,Used,"$16,900 ",4.3,22,Dealer,CG Luxury Autos,4.4,7,138 White Horse Pike Clementon,NJ,8021,Great,4.5,4.6,4.2,3.9,4.7,4,Aintree Green Metallic,TAN,Four-wheel Drive,21,30,Gasoline,9 speed automatic,4 Cylinder Engine,SALVP2BG6EH892747,72,130029
